"","CREDDESC","EARN_MALE_WNE_MDN_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_MALE_WNE_MDN_4YR","EARN_NOMALE_WNE_MDN_4YR"
"3030","Bachelor's Degree",38789,38469,57418,55689
"3031","Bachelor's Degree",31546,36313,47450,49375
"3032","Bachelor's Degree",59695,56518,76187,77062
"3033","First Professional Degree",65382,71673,104601,87094
"3034","Bachelor's Degree",18051,31636,39117,42319
"3035","Undergraduate Certificate or Diploma",18000,27839,37830,37757
"3036","Master's Degree",29994,30266,44747,35081
"3037","Bachelor's Degree",42232,37579,51441,50205
"3038","Bachelor's Degree",35536,20777,49378,47426
"3039","Bachelor's Degree",45721,35031,58285,55325
"3040","Bachelor's Degree",29941,31025,51366,53099
"3041","Bachelor's Degree",29148,31956,45251,44906
"3042","Bachelor's Degree",37830,38238,55923,49322
"3043","Bachelor's Degree",38470,29674,58166,45350
"3044","Bachelor's Degree",34661,28226,37436,42430
"3045","First Professional Degree",124279,113974,160416,149117
"3046","First Professional Degree",61454,61155,102248,121612
"3047","First Professional Degree",89913,84578,131499,125752
"3048","Master's Degree",68237,66919,110534,92479
"3049","Doctoral Degree",70209,69487,81470,65590
"3050","Master's Degree",110662,93761,129697,126163
"3051","Bachelor's Degree",59269,53518,77597,78025
"3052","Undergraduate Certificate or Diploma",46180,43657,64548,58639
"3053","Bachelor's Degree",55634,53493,77924,64873
"3054","Bachelor's Degree",53151,47254,65830,69581
"3055","Bachelor's Degree",47262,51439,62407,62701
"3056","Bachelor's Degree",31043,29397,51828,47175
"3057","Associate's Degree",28010,24001,43334,34345
"3058","Associate's Degree",52455,44338,57016,45705
"3059","Bachelor's Degree",39679,36735,49180,45236
"3060","Bachelor's Degree",35048,27579,41358,48492
"3061","Bachelor's Degree",39610,40530,47231,43270
"3062","Bachelor's Degree",49629,32687,69007,53008
"3063","Master's Degree",58608,53394,60553,57140
"3064","Master's Degree",58622,55474,63045,60381
"3065","Bachelor's Degree",47906,36009,53102,51385
"3066","Bachelor's Degree",54195,22295,51758,25126
"3067","Bachelor's Degree",57192,49190,35563,51406
"3068","Bachelor's Degree",28511,23790,36908,29301
"3069","Bachelor's Degree",35561,32323,40650,33157
"3070","Master's Degree",41374,37207,45473,39362
"3071","Bachelor's Degree",35123,30979,48362,31615
"3072","Master's Degree",46831,40601,53978,39761
"3073","Bachelor's Degree",44162,32734,45542,34889
"3074","Bachelor's Degree",43633,33295,44123,35597
"3075","Bachelor's Degree",52541,34821,58335,38646
"3076","Master's Degree",58061,45770,62857,47668
"3077","Bachelor's Degree",50160,32378,51366,37021
"3078","Bachelor's Degree",42698,38126,59192,39513
"3079","Master's Degree",70971,47206,67753,51544
"3080","Bachelor's Degree",44833,29522,50179,28475
"3081","Bachelor's Degree",60310,49464,66736,49149
"3082","Master's Degree",69758,56713,68203,53663
"3083","Bachelor's Degree",55596,44010,55936,45378
"3084","Bachelor's Degree",44568,31972,42837,28096
"3085","Bachelor's Degree",52442,52677,60365,50320
"3086","Bachelor's Degree",58583,44082,58994,47053
"3087","Bachelor's Degree",59840,58831,59499,54839
"3088","Bachelor's Degree",54945,48836,54603,42694
"3089","Bachelor's Degree",49861,27542,49367,34855
"3090","Associate's Degree",29098,20374,40129,35944
"3091","Bachelor's Degree",43817,35332,47515,45368
"3092","Bachelor's Degree",37307,30579,35716,42750
"3093","Master's Degree",70856,68583,77389,82927
"3094","Bachelor's Degree",41355,40274,46906,42320
"3095","Bachelor's Degree",42352,41649,44030,43410
"3096","Bachelor's Degree",35671,38079,37876,42018
"3097","Bachelor's Degree",46720,31126,39853,29790
"3098","Bachelor's Degree",32644,29495,46309,42796
"3099","Bachelor's Degree",39223,28644,50075,42654
"3100","Bachelor's Degree",40561,37615,50467,43338
"3101","Bachelor's Degree",52577,47052,65218,49680
"3102","Bachelor's Degree",57487,56558,70795,71731
"3103","Bachelor's Degree",53986,52815,63230,62634
"3104","Bachelor's Degree",48943,47262,57556,60972
"3105","Undergraduate Certificate or Diploma",31547,26990,34189,30183
"3106","Master's Degree",116295,105419,138730,111968
"3107","First Professional Degree",58582,60637,145679,145831
"3108","First Professional Degree",67648,70432,78298,69499
"3109","First Professional Degree",46775,37687,57395,53958
"3110","Master's Degree",84204,75938,100675,91202
"3111","Bachelor's Degree",40089,42410,55692,59204
"3112","Bachelor's Degree",44640,53764,61821,63494
"3113","Associate's Degree",24824,20952,41283,30135
"3114","Bachelor's Degree",51534,37126,51072,39216
"3115","Bachelor's Degree",56615,46365,63309,52609
"3116","Bachelor's Degree",55592,50335,62298,58462
"3117","Associate's Degree",30241,28863,34283,35386
"3118","Undergraduate Certificate or Diploma",40636,36923,50619,39420
"3119","Master's Degree",55255,57142,67770,63457
"3120","Bachelor's Degree",66770,51029,82849,62219
"3121","Master's Degree",79706,66614,85287,81935
"3122","Associate's Degree",30949,23432,41824,33657
"3123","Associate's Degree",28643,26511,32503,33157
"3124","Associate's Degree",24711,21310,34478,28246
"3125","Associate's Degree",23460,21510,37268,33342
"3126","Master's Degree",62145,56496,63921,55425
"3127","Bachelor's Degree",42353,40505,43254,43780
"3128","Master's Degree",57149,52096,57515,49879
"3129","Master's Degree",46883,43753,45101,50108
"3130","Bachelor's Degree",43236,39796,55847,50084
"3131","Master's Degree",48219,45354,50716,48790
"3132","Master's Degree",60759,52419,69313,57052
"3133","Master's Degree",60481,47752,59411,48855
"3134","Bachelor's Degree",47514,37826,48293,41104
"3135","Bachelor's Degree",41150,35326,45105,45573
"3136","Bachelor's Degree",56598,34055,52433,43535
"3137","Master's Degree",55146,48576,79498,55820
"3138","Master's Degree",62482,49627,83093,63760
"3139","Bachelor's Degree",45057,36204,47919,40149
"3140","Bachelor's Degree",53124,40579,58721,53918
"3141","Bachelor's Degree",56698,50248,69213,55492
"3142","Master's Degree",73839,65386,82481,66955
"3143","Associate's Degree",29547,22410,38899,34939
"3144","Associate's Degree",27596,29317,41642,36750
"3145","Associate's Degree",35959,27153,39769,35470
"3146","Undergraduate Certificate or Diploma",21771,21881,32104,29192
"3147","Undergraduate Certificate or Diploma",29023,25304,34428,27384
"3148","Associate's Degree",41789,42391,50251,53423
"3149","Associate's Degree",56976,51261,49636,52119
"3150","Associate's Degree",33833,29987,37395,34614
"3151","Bachelor's Degree",36995,35425,54784,50877
"3152","Bachelor's Degree",31006,40130,49727,56673
"3153","First Professional Degree",59522,60231,77186,83335
"3154","Bachelor's Degree",23270,29021,25500,41764
"3155","Bachelor's Degree",35281,29813,50650,44850
"3156","Bachelor's Degree",32404,25971,56232,57567
"3157","Bachelor's Degree",36832,34575,44614,43515
"3158","Bachelor's Degree",36309,34090,53706,49960
"3159","First Professional Degree",58273,58553,97008,94677
"3160","First Professional Degree",105278,117082,134091,131223
"3161","Bachelor's Degree",47059,49985,65338,55415
"3162","Bachelor's Degree",51635,53211,79856,59514
"3163","Master's Degree",57961,57710,74198,74313
"3164","Bachelor's Degree",48500,33899,48663,40999
"3165","First Professional Degree",87937,80936,81381,99420
"3166","Master's Degree",41123,43202,53734,49276
"3167","Bachelor's Degree",42426,40710,47476,42609
"3168","Master's Degree",51747,43951,102938,55473
"3169","Bachelor's Degree",41194,31195,45769,35796
"3170","Bachelor's Degree",48962,44451,61022,58024
"3171","Bachelor's Degree",50169,49797,61551,68844
"3172","Bachelor's Degree",43407,51166,61039,63773
"3173","Undergraduate Certificate or Diploma",49920,54174,64287,63435
"3174","Bachelor's Degree",66552,59556,76652,67945
"3175","Bachelor's Degree",50362,51884,59932,56032
"3176","Master's Degree",77877,63720,72801,52199
"3177","Bachelor's Degree",26112,28418,37905,39797
"3178","Bachelor's Degree",39426,40898,47248,35390
"3179","Bachelor's Degree",33400,33737,45506,33920
"3180","Bachelor's Degree",34788,35106,37354,38927
"3181","Bachelor's Degree",44247,42016,51349,48770
"3182","Bachelor's Degree",49300,43584,50005,57045
"3183","Bachelor's Degree",41329,42972,55439,53250
"3184","Doctoral Degree",76669,66221,71740,72299
"3185","Master's Degree",82523,67209,78646,86478
"3186","First Professional Degree",53538,55739,71112,65075
"3187","Bachelor's Degree",36343,37432,52663,41715
"3188","Undergraduate Certificate or Diploma",49920,54174,64287,63435
"3189","Bachelor's Degree",68494,62164,70925,64365
"3190","Bachelor's Degree",35010,33180,41016,39481
"3191","Bachelor's Degree",40299,42157,46272,43719
"3192","Associate's Degree",43245,24422,59282,39205
"3193","Bachelor's Degree",36743,31956,60391,32936
"3194","Bachelor's Degree",30495,22386,42708,37425
"3195","Bachelor's Degree",29291,29348,41439,37263
"3196","Bachelor's Degree",43487,34466,45438,37748
"3197","Doctoral Degree",72003,72182,84652,66090
"3198","Bachelor's Degree",57310,56269,72188,57283
"3199","Bachelor's Degree",51815,40057,56857,47407
"3200","Master's Degree",89583,81996,78355,74693
"3201","Bachelor's Degree",53776,53746,61259,65774
"3202","Bachelor's Degree",35672,36372,54851,45389
"3203","Undergraduate Certificate or Diploma",25594,22434,33893,24694
"3204","Master's Degree",52752,43071,62081,48222
"3205","Master's Degree",47037,46750,46772,44572
"3206","Doctoral Degree",70876,68295,76139,67875
"3207","Bachelor's Degree",67227,61861,67707,63900
"3208","Associate's Degree",30339,22250,33844,31352
"3209","Associate's Degree",28529,25395,41023,29906
"3210","Associate's Degree",67321,60820,77995,66484
"3211","Undergraduate Certificate or Diploma",46532,40189,52240,49124
"3212","Master's Degree",45499,41720,50808,43109
"3213","Master's Degree",41279,38329,43771,40862
"3214","Master's Degree",41893,41900,46343,44692
"3215","Bachelor's Degree",42145,37127,52356,51983
"3216","Bachelor's Degree",33523,33713,39565,35704
"3217","Bachelor's Degree",37603,30860,36129,30451
"3218","Bachelor's Degree",33297,26811,47358,36356
"3219","Master's Degree",80286,69236,86823,69542
"3220","Bachelor's Degree",40152,38264,61831,43124
"3221","Associate's Degree",31702,26645,39586,30765
"3222","Master's Degree",115042,95552,109523,106290
"3223","Associate's Degree",26889,19994,45827,30832
"3224","Associate's Degree",34861,30579,45157,35017
"3225","Associate's Degree",59071,58204,64431,59184
"3226","Bachelor's Degree",42594,41204,49154,44907
"3227","Bachelor's Degree",32084,28721,46907,29970
"3228","Bachelor's Degree",40329,34961,40637,48163
"3229","Bachelor's Degree",41410,39945,54919,50241
"3230","Master's Degree",39138,39594,42784,42196
"3231","Bachelor's Degree",35106,28691,42430,41394
"3232","Bachelor's Degree",65952,62299,68456,76689
"3233","Bachelor's Degree",65062,64664,80817,82001
"3234","First Professional Degree",51928,53788,82505,75425
"3235","Bachelor's Degree",26019,19863,38888,38153
"3236","Bachelor's Degree",26529,20864,49465,38668
"3237","Bachelor's Degree",24332,25240,43861,39618
"3238","Bachelor's Degree",25946,30229,49864,48070
"3239","First Professional Degree",102313,99991,155165,130682
"3240","Master's Degree",97871,91751,126703,99204
"3241","First Professional Degree",59698,59651,88080,93981
"3242","First Professional Degree",82336,81868,127936,126137
"3243","First Professional Degree",75356,71207,88434,73207
"3244","Bachelor's Degree",63628,62191,68042,61458
"3245","Bachelor's Degree",49638,41893,59352,60078
"3246","Master's Degree",66190,69588,98817,109673
"3247","Bachelor's Degree",53694,58172,65704,71020
"3248","Bachelor's Degree",53145,54493,68247,77956
"3249","Bachelor's Degree",48044,40850,58342,58808
"3250","Master's Degree",40514,37985,48251,43317
"3251","Bachelor's Degree",28569,25499,32548,34381
"3252","Bachelor's Degree",35073,34134,50150,35127
"3253","Bachelor's Degree",34057,36444,45222,45618
"3254","Master's Degree",76071,51442,79315,59124
"3255","Master's Degree",44230,49818,51457,47454
"3256","Bachelor's Degree",57610,48211,65530,43737
"3257","Master's Degree",50133,51980,58516,51862
"3258","First Professional Degree",53043,54931,64841,67594
"3259","Bachelor's Degree",29023,26601,40042,42361
"3260","Bachelor's Degree",30305,26484,47105,38364
"3261","Bachelor's Degree",33229,29998,44525,41576
"3262","Master's Degree",44076,37578,57934,50976
"3263","Bachelor's Degree",29867,31018,42322,38898
"3264","Bachelor's Degree",37301,35250,54300,47443
"3265","Master's Degree",46812,42976,58072,47552
"3266","Bachelor's Degree",27866,26837,45856,53205
"3267","First Professional Degree",125816,109992,158058,140427
"3268","First Professional Degree",57287,58024,88610,114208
"3269","Bachelor's Degree",64522,60330,61995,63638
"3270","Master's Degree",80775,73768,93261,83263
"3271","Bachelor's Degree",49121,49557,65557,59068
"3272","Bachelor's Degree",48148,56846,62824,69101
"3273","Bachelor's Degree",39790,44325,56002,65075
"3274","Bachelor's Degree",27774,16008,41595,34897
"3275","Associate's Degree",24620,22841,34775,24298
"3276","Bachelor's Degree",41592,32014,48491,35228
"3277","Bachelor's Degree",32341,26609,47681,31366
"3278","Bachelor's Degree",28303,26800,46856,38132
"3279","Bachelor's Degree",34383,27756,41650,31632
"3280","Bachelor's Degree",35248,31435,50650,45999
"3281","Master's Degree",63405,60773,84362,71195
"3282","Bachelor's Degree",38864,30718,47738,51817
"3283","Bachelor's Degree",39595,37517,52286,46166
"3284","Bachelor's Degree",43996,39474,50963,35146
"3285","Bachelor's Degree",32052,38382,41729,39852
"3286","Bachelor's Degree",38324,27495,45669,38878
"3287","Bachelor's Degree",37034,32481,54088,37686
"3288","Master's Degree",63200,60807,82281,57437
"3289","Associate's Degree",36646,29838,40494,35907
"3290","Bachelor's Degree",35853,37024,53755,42870
"3291","Bachelor's Degree",24724,28644,41536,36613
"3292","Bachelor's Degree",37798,35075,43545,37745
"3293","Bachelor's Degree",33787,34835,46274,42232
"3294","First Professional Degree",45911,42176,77210,61317
"3295","Bachelor's Degree",27518,31334,25971,33769
"3296","Bachelor's Degree",43083,32249,51075,40665
"3297","Bachelor's Degree",37642,31824,38988,35015
"3298","Bachelor's Degree",37201,33106,50627,39498
"3299","Bachelor's Degree",18447,17329,20115,26245
"3300","Bachelor's Degree",67889,60189,66047,61340
"3301","Bachelor's Degree",50538,40040,67143,51062
"3302","Bachelor's Degree",45100,39476,64676,48340
"3303","Bachelor's Degree",47970,51664,70264,57009
"3304","Bachelor's Degree",51304,46769,58165,51874
"3305","Bachelor's Degree",41518,42395,58127,54708
"3306","Associate's Degree",25812,20410,42951,26478
"3307","First Professional Degree",56933,58010,251440,195572
"3308","Associate's Degree",26191,19544,34073,24958
"3309","Undergraduate Certificate or Diploma",18796,15804,23916,20331
"3310","Undergraduate Certificate or Diploma",16141,16017,17259,18887
"3311","Undergraduate Certificate or Diploma",19375,17737,14716,21097
"3312","Associate's Degree",22605,18937,37446,27923
"3313","Associate's Degree",23544,18698,29117,26359
"3314","Associate's Degree",25566,23069,35727,26513
"3315","Associate's Degree",48832,44971,58854,46826
"3316","First Professional Degree",114248,107099,138299,126143
"3317","Bachelor's Degree",55387,40875,57315,47700
"3318","Master's Degree",68883,57204,75387,62067
"3319","Bachelor's Degree",39972,45573,52587,47899
"3320","Bachelor's Degree",62228,60713,58112,67794
"3321","Master's Degree",85733,70302,93879,81811
"3322","Bachelor's Degree",37395,33761,40566,35823
"3323","Bachelor's Degree",33085,31234,36692,43868
"3324","Bachelor's Degree",38356,31236,45626,29778
"3325","Bachelor's Degree",31517,23649,35764,43536
"3326","Master's Degree",43909,36788,50895,47772
"3327","Bachelor's Degree",25503,27131,47034,37524
"3328","Bachelor's Degree",26080,24964,36427,32552
"3329","Bachelor's Degree",62358,59585,59338,61676
